0.0	11866.0
4.0816e-05	11822.1
0.000122449	11727.6
0.000251701	11555.1
0.000292517	11378.1
0.000333333	11252.4
0.00037415	11121.2
0.000414966	10789.8
0.000462585	10546.1
0.000503401	10352.6
0.00052381	10118.8
0.000544218	8725.26
0.000585034	8496.67
0.00062585	7963.35
0.000639456	7381.03
0.000646259	6761.51
0.000659864	6616.97
0.000680272	6270.94
0.00070068	5965.06
0.000734694	5278.69
0.000755102	5046.07
0.00077551	4782.19
0.000789116	4375.39
0.000809524	4174.84
0.000829932	4090.64
0.000843537	3560.11
0.000863946	2927.31
0.000870748	2755.45
0.000891156	2310.88
0.000911565	1993.87
0.000931973	1679.42
0.000952381	1401.52
0.000972789	1173.94
0.0010068	1046.59
0.0010136	1022.95
0.00104082	999.234
0.00105442	983.323
0.00107483	976.667
0.00111565	970.057
0.00122449	976.667
0.0012585	1006.04
0.00129252	1019.17
0.00133333	1042.72
0.00136735	1136.15
0.00140136	1253.34
0.00144218	1387.74
0.00147619	1501.86
0.0015102	1701.33
0.00155102	1852.64
0.00158503	2031.14
0.00161905	2127.4
0.00165986	2339.59
0.00169388	2608.13
0.00172789	2803.5
0.00176871	2993.1
0.00180272	3217.3
0.00183673	3401.13
0.00187075	3765.85
0.00191157	3995.79
0.00194558	4185.16
0.00197959	4394.34
0.00202041	4648.29
0.00205442	4932.11
0.00208843	5162.66
0.00212925	5477.89
0.00216327	5888.22
0.00219728	6392.11
0.00223809	6649.73
0.00227211	7099.46
0.00230612	7532.95
0.00238095	8147.35
0.0024898	8833.66
0.00256463	9309.6
0.00263265	9684.81
0.0027415	10168.9
0.00285034	10546.1
0.00295918	10863.3
0.00306803	11190.0
0.00321088	11448.6
0.00331973	11641.0
0.00342857	11792.9
0.00353742	11946.8
0.00361224	12028.2
0.00372109	12147.6
0.00386395	12222.9
0.00404762	12344.2
0.00419048	12466.7
0.00437415	12551.7
0.00455102	12590.5
0.00484354	12637.2
0.005	12637.2
0.09	11866.0
0.090040816	11822.1
0.090122449	11727.6
0.090251701	11555.1
0.090292517	11378.1
0.090333333	11252.4
0.09037415	11121.2
0.090414966	10789.8
0.090462585	10546.1
0.090503401	10352.6
0.09052381	10118.8
0.090544218	8725.26
0.090585034	8496.67
0.09062585	7963.35
0.090639456	7381.03
0.090646259	6761.51
0.090659864	6616.97
0.090680272	6270.94
0.09070068	5965.06
0.090734694	5278.69
0.090755102	5046.07
0.09077551	4782.19
0.090789116	4375.39
0.090809524	4174.84
0.090829932	4090.64
0.090843537	3560.11
0.090863946	2927.31
0.090870748	2755.45
0.090891156	2310.88
0.090911565	1993.87
0.090931973	1679.42
0.090952381	1401.52
0.090972789	1173.94
0.0910068	1046.59
0.0910136	1022.95
0.09104082	999.234
0.09105442	983.323
0.09107483	976.667
0.09111565	970.057
0.09122449	976.667
0.0912585	1006.04
0.09129252	1019.17
0.09133333	1042.72
0.09136735	1136.15
0.09140136	1253.34
0.09144218	1387.74
0.09147619	1501.86
0.0915102	1701.33
0.09155102	1852.64
0.09158503	2031.14
0.09161905	2127.4
0.09165986	2339.59
0.09169388	2608.13
0.09172789	2803.5
0.09176871	2993.1
0.09180272	3217.3
0.09183673	3401.13
0.09187075	3765.85
0.09191157	3995.79
0.09194558	4185.16
0.09197959	4394.34
0.09202041	4648.29
0.09205442	4932.11
0.09208843	5162.66
0.09212925	5477.89
0.09216327	5888.22
0.09219728	6392.11
0.09223809	6649.73
0.09227211	7099.46
0.09230612	7532.95
0.09238095	8147.35
0.0924898	8833.66
0.09256463	9309.6
0.09263265	9684.81
0.0927415	10168.9
0.09285034	10546.1
0.09295918	10863.3
0.09306803	11190.0
0.09321088	11448.6
0.09331973	11641.0
0.09342857	11792.9
0.09353742	11946.8
0.09361224	12028.2
0.09372109	12147.6
0.09386395	12222.9
0.09404762	12344.2
0.09419048	12466.7
0.09437415	12551.7
0.09455102	12590.5
0.09484354	12637.2
0.095	12637.2
